,Unnamed: 0,Código MTE,Período,Estoque,Admissões,Desligamentos,Saldos,Variação Relativa (%),Nome,Latitude,Longitude,Código IBGE,ID Reg. Adm.,Apelido Reg. Adm.
228,228,352000,Março/2020,1705.0,40,44,-4,-0.23,Igaraçu do Tietê,-22.509,-48.5597,3520004,4,Bauru
229,229,352010,Março/2020,5831.0,462,367,95,1.66,Igarapava,-20.0407,-47.7466,3520103,6,Franca
230,230,352020,Março/2020,1186.0,15,36,-21,-1.74,Igaratá,-23.2037,-46.157,3520202,14,São José dos Campos
231,231,352030,Março/2020,2895.0,62,58,4,0.14,Iguape,-24.699,-47.5537,3520301,10,Registro
232,232,352040,Março/2020,6676.0,215,475,-260,-3.75,Ilhabela,-23.7785,-45.3552,3520400,14,São José dos Campos
233,233,352042,Março/2020,1079.0,17,59,-42,-3.75,Ilha Comprida,-24.7307,-47.5383,3520426,10,Registro
234,234,352044,Março/2020,3612.0,118,150,-32,-0.88,Ilha Solteira,-20.4326,-51.3426,3520442,2,Araçatuba
235,235,352050,Março/2020,74288.0,2946,3190,-244,-0.33,Indaiatuba,-23.0816,-47.2101,3520509,5,Campinas
236,236,352060,Março/2020,392.0,12,5,7,1.82,Indiana,-22.1738,-51.2555,3520608,9,Presidente Prudente
237,237,352070,Março/2020,292.0,18,9,9,3.18,Indiaporã,-19.979,-50.2909,3520707,13,São José do Rio Preto
238,238,352080,Março/2020,659.0,5,11,-6,-0.9,Inúbia Paulista,-21.7695,-50.9633,3520806,9,Presidente Prudente
239,239,352090,Março/2020,3126.0,193,82,111,3.68,Ipaussu,-23.0575,-49.6279,3520905,8,Marília
240,240,352100,Março/2020,4538.0,211,230,-19,-0.42,Iperó,-23.3513,-47.6927,3521002,16,Sorocaba
241,241,352110,Março/2020,1953.0,43,43,0,0.0,Ipeúna,-22.4355,-47.7151,3521101,5,Campinas
242,242,352115,Março/2020,995.0,60,24,36,3.75,Ipiguá,-20.6557,-49.3842,3521150,13,São José do Rio Preto
243,243,352120,Março/2020,195.0,15,7,8,4.28,Iporanga,-24.5847,-48.5971,3521200,7,Itapeva
244,244,352130,Março/2020,1959.0,140,118,22,1.14,Ipuã,-20.4438,-48.0129,3521309,6,Franca
245,245,352140,Março/2020,7428.0,329,227,102,1.39,Iracemápolis,-22.5832,-47.523,3521408,5,Campinas
246,246,352150,Março/2020,827.0,49,28,21,2.61,Irapuã,-21.2768,-49.4164,3521507,13,São José do Rio Preto
247,247,352160,Março/2020,430.0,5,0,5,1.18,Irapuru,-21.5684,-51.3472,3521606,9,Presidente Prudente
248,248,352170,Março/2020,2287.0,61,208,-147,-6.04,Itaberá,-23.8638,-49.14,3521705,7,Itapeva
249,249,352180,Março/2020,3910.0,101,246,-145,-3.58,Itaí,-23.4213,-49.092,3521804,7,Itapeva
250,250,352190,Março/2020,3122.0,93,89,4,0.13,Itajobi,-21.3123,-49.0629,3521903,13,São José do Rio Preto
251,251,352200,Março/2020,610.0,10,14,-4,-0.65,Itaju,-21.9857,-48.8116,3522000,4,Bauru
252,252,352210,Março/2020,10186.0,217,478,-261,-2.5,Itanhaém,-24.1736,-46.788000000000004,3522109,12,Santos
253,253,352215,Março/2020,301.0,3,3,0,0.0,Itaóca,-24.6393,-48.8413,3522158,7,Itapeva
254,254,352220,Março/2020,20238.0,702,875,-173,-0.85,Itapecerica da Serra,-23.7161,-46.8572,3522208,15,São Paulo
255,255,352230,Março/2020,32916.0,1085,1260,-175,-0.53,Itapetininga,-23.5886,-48.0483,3522307,16,Sorocaba
256,256,352240,Março/2020,17180.0,524,660,-136,-0.79,Itapeva,-23.9788,-48.8764,3522406,7,Itapeva
257,257,352250,Março/2020,30792.0,868,1091,-223,-0.72,Itapevi,-23.5488,-46.9327,3522505,15,São Paulo
258,258,352260,Março/2020,21992.0,698,797,-99,-0.45,Itapira,-22.4357,-46.8224,3522604,5,Campinas
259,259,352265,Março/2020,521.0,7,11,-4,-0.76,Itapirapuã Paulista,-24.572,-49.1661,3522653,7,Itapeva
260,260,352270,Março/2020,10001.0,336,275,61,0.61,Itápolis,-21.5942,-48.8149,3522703,1,São Carlos
261,261,352280,Março/2020,1523.0,35,84,-49,-3.12,Itaporanga,-23.7043,-49.4819,3522802,7,Itapeva
262,262,352290,Março/2020,4262.0,211,144,67,1.6,Itapuí,-22.2324,-48.7197,3522901,4,Bauru
263,263,352300,Março/2020,437.0,21,15,6,1.39,Itapura,-20.6419,-51.5063,3523008,2,Araçatuba
264,264,352310,Março/2020,40227.0,1590,2411,-821,-2.0,Itaquaquecetuba,-23.4835,-46.3457,3523107,15,São Paulo
265,265,352320,Março/2020,7044.0,198,240,-42,-0.59,Itararé,-24.1085,-49.3352,3523206,7,Itapeva
266,266,352330,Março/2020,1173.0,23,36,-13,-1.1,Itariri,-24.2834,-47.1736,3523305,10,Registro
267,267,352340,Março/2020,35938.0,1401,1559,-158,-0.44,Itatiba,-23.0035,-46.8464,3523404,5,Campinas
268,268,352350,Março/2020,2402.0,52,78,-26,-1.07,Itatinga,-23.1047,-48.6157,3523503,16,Sorocaba
269,269,352360,Março/2020,4581.0,189,267,-78,-1.67,Itirapina,-22.2562,-47.8166,3523602,5,Campinas
270,270,352370,Março/2020,716.0,1,1,0,0.0,Itirapuã,-20.6416,-47.2194,3523701,6,Franca
271,271,352380,Março/2020,733.0,15,25,-10,-1.35,Itobi,-21.7309,-46.9743,3523800,5,Campinas
272,272,352390,Março/2020,51271.0,1705,1943,-238,-0.46,Itu,-23.2544,-47.2927,3523909,16,Sorocaba
273,273,352400,Março/2020,28341.0,1244,1684,-440,-1.53,Itupeva,-23.1526,-47.0593,3524006,5,Campinas
274,274,352410,Março/2020,6347.0,212,170,42,0.67,Ituverava,-20.3355,-47.7902,3524105,6,Franca
275,275,352420,Março/2020,708.0,142,12,130,22.49,Jaborandi,-20.6884,-48.4112,3524204,3,Barretos
276,276,352430,Março/2020,20920.0,881,678,203,0.98,Jaboticabal,-21.252,-48.3252,3524303,11,Ribeirão Preto
277,277,352440,Março/2020,45110.0,1354,2199,-845,-1.84,Jacareí,-23.2983,-45.9658,3524402,14,São José dos Campos
278,278,352450,Março/2020,2951.0,82,73,9,0.31,Jaci,-20.8805,-49.5797,3524501,13,São José do Rio Preto
279,279,352460,Março/2020,2638.0,64,52,12,0.46,Jacupiranga,-24.6963,-48.0064,3524600,10,Registro
280,280,352470,Março/2020,32212.0,979,1169,-190,-0.59,Jaguariúna,-22.7037,-46.9851,3524709,5,Campinas
281,281,352480,Março/2020,10505.0,318,302,16,0.15,Jales,-20.2672,-50.5494,3524808,13,São José do Rio Preto
282,282,352490,Março/2020,3016.0,100,106,-6,-0.2,Jambeiro,-23.2522,-45.6942,3524907,14,São José dos Campos
283,283,352500,Março/2020,16963.0,639,622,17,0.1,Jandira,-23.5275,-46.9023,3525003,15,São Paulo
284,284,352510,Março/2020,9284.0,337,304,33,0.36,Jardinópolis,-21.0176,-47.7606,3525102,11,Ribeirão Preto
285,285,352520,Março/2020,9226.0,298,438,-140,-1.49,Jarinu,-23.1039,-46.728,3525201,5,Campinas
286,286,352530,Março/2020,34610.0,1326,1880,-554,-1.58,Jaú,-22.2936,-48.5592,3525300,4,Bauru
287,287,352540,Março/2020,636.0,79,25,54,9.28,Jeriquara,-20.3116,-47.5918,3525409,6,Franca
288,288,352550,Março/2020,1955.0,67,115,-48,-2.4,Joanópolis,-22.927,-46.2741,3525508,5,Campinas
289,289,352560,Março/2020,332.0,5,6,-1,-0.3,João Ramalho,-22.2473,-50.7694,3525607,8,Marília
290,290,352570,Março/2020,9561.0,393,438,-45,-0.47,José Bonifácio,-21.0551,-49.6892,3525706,13,São José do Rio Preto
291,291,352580,Março/2020,193.0,2,2,0,0.0,Júlio Mesquita,-22.0112,-49.7873,3525805,8,Marília
292,292,352585,Março/2020,1285.0,46,32,14,1.1,Jumirim,-23.0884,-47.7868,3525854,16,Sorocaba
293,293,352590,Março/2020,162293.0,6131,7212,-1081,-0.66,Jundiaí,-23.1852,-46.8974,3525904,5,Campinas
294,294,352600,Março/2020,5060.0,130,118,12,0.24,Junqueirópolis,-21.5103,-51.4342,3526001,9,Presidente Prudente
295,295,352610,Março/2020,1637.0,26,99,-73,-4.27,Juquiá,-24.3101,-47.6426,3526100,10,Registro
296,296,352620,Março/2020,3664.0,206,164,42,1.16,Juquitiba,-23.9244,-47.0653,3526209,15,São Paulo
297,297,352630,Março/2020,711.0,7,9,-2,-0.28,Lagoinha,-23.0846,-45.1944,3526308,14,São José dos Campos
298,298,352640,Março/2020,8951.0,465,294,171,1.95,Laranjal Paulista,-23.0506,-47.8375,3526407,16,Sorocaba
299,299,352650,Março/2020,354.0,8,9,-1,-0.28,Lavínia,-21.1639,-51.0412,3526506,2,Araçatuba
300,300,352660,Março/2020,476.0,4,12,-8,-1.65,Lavrinhas,-22.57,-44.9024,3526605,14,São José dos Campos
301,301,352670,Março/2020,20137.0,823,664,159,0.8,Leme,-22.1809,-47.3841,3526704,5,Campinas
302,302,352680,Março/2020,20436.0,1045,830,215,1.06,Lençóis Paulista,-22.6027,-48.8037,3526803,4,Bauru
303,303,352690,Março/2020,78117.0,2604,3003,-399,-0.51,Limeira,-22.566,-47.397,3526902,5,Campinas
304,304,352700,Março/2020,1665.0,47,54,-7,-0.42,Lindóia,-22.5226,-46.65,3527009,5,Campinas
305,305,352710,Março/2020,24676.0,859,650,209,0.85,Lins,-21.6718,-49.7526,3527108,4,Bauru
306,306,352720,Março/2020,15120.0,517,558,-41,-0.27,Lorena,-22.7334,-45.1197,3527207,14,São José dos Campos
307,307,352725,Março/2020,80.0,0,0,0,0.0,Lourdes,-20.965999999999998,-50.2263,3527256,2,Araçatuba
308,308,352730,Março/2020,16095.0,677,512,165,1.04,Louveira,-23.0856,-46.9484,3527306,5,Campinas
309,309,352740,Março/2020,9109.0,568,394,174,1.95,Lucélia,-21.7182,-51.0215,3527405,9,Presidente Prudente
310,310,352750,Março/2020,1052.0,4,3,1,0.1,Lucianópolis,-22.4294,-49.522,3527504,4,Bauru
311,311,352760,Março/2020,6150.0,536,706,-170,-2.69,Luís Antônio,-21.55,-47.7801,3527603,11,Ribeirão Preto
312,312,352770,Março/2020,580.0,57,8,49,9.23,Luiziânia,-21.6737,-50.3294,3527702,2,Araçatuba
313,313,352780,Março/2020,550.0,1,4,-3,-0.54,Lupércio,-22.4146,-49.818000000000005,3527801,8,Marília
314,314,352790,Março/2020,454.0,1,0,1,0.22,Lutécia,-22.3384,-50.394,3527900,8,Marília
315,315,352800,Março/2020,3596.0,88,142,-54,-1.48,Macatuba,-22.5002,-48.7102,3528007,4,Bauru
316,316,352810,Março/2020,1549.0,86,36,50,3.34,Macaubal,-20.8022,-49.9687,3528106,13,São José do Rio Preto
317,317,352820,Março/2020,286.0,10,8,2,0.7,Macedônia,-20.1444,-50.1973,3528205,13,São José do Rio Preto
318,318,352830,Março/2020,488.0,27,11,16,3.39,Magda,-20.6445,-50.2305,3528304,13,São José do Rio Preto
319,319,352840,Março/2020,9394.0,310,285,25,0.27,Mairinque,-23.5398,-47.185,3528403,16,Sorocaba
320,320,352850,Março/2020,13354.0,519,678,-159,-1.18,Mairiporã,-23.3171,-46.5897,3528502,15,São Paulo
321,321,352860,Março/2020,1486.0,36,38,-2,-0.13,Manduri,-23.0056,-49.3202,3528601,16,Sorocaba
322,322,352870,Março/2020,303.0,1,3,-2,-0.66,Marabá Paulista,-22.1068,-51.9617,3528700,9,Presidente Prudente
323,323,352880,Março/2020,2815.0,74,138,-64,-2.22,Maracaí,-22.6149,-50.6713,3528809,8,Marília
324,324,352885,Março/2020,1671.0,212,59,153,10.08,Marapoama,-21.2587,-49.13,3528858,13,São José do Rio Preto
325,325,352890,Março/2020,136.0,2,6,-4,-2.86,Mariápolis,-21.7959,-51.1824,3528908,9,Presidente Prudente
326,326,352900,Março/2020,65201.0,2372,2591,-219,-0.33,Marília,-22.2171,-49.9501,3529005,8,Marília
327,327,352910,Março/2020,147.0,0,1,-1,-0.68,Marinópolis,-20.4389,-50.8254,3529104,13,São José do Rio Preto
328,328,352920,Março/2020,2151.0,39,53,-14,-0.65,Martinópolis,-22.1462,-51.1709,3529203,9,Presidente Prudente
329,329,352930,Março/2020,26054.0,903,951,-48,-0.18,Matão,-21.6025,-48.364,3529302,1,São Carlos
330,330,352940,Março/2020,61286.0,1985,2456,-471,-0.76,Mauá,-23.6677,-46.4613,3529401,15,São Paulo
331,331,352950,Março/2020,2621.0,229,34,195,8.04,Mendonça,-21.1757,-49.5791,3529500,13,São José do Rio Preto
332,332,352960,Março/2020,1912.0,56,25,31,1.65,Meridiano,-20.3579,-50.1811,3529609,13,São José do Rio Preto
333,333,352965,Março/2020,60.0,0,3,-3,-4.76,Mesópolis,-19.9684,-50.6326,3529658,13,São José do Rio Preto
334,334,352970,Março/2020,2080.0,97,206,-109,-4.98,Miguelópolis,-20.1796,-48.031000000000006,3529708,6,Franca
335,335,352980,Março/2020,1280.0,32,69,-37,-2.81,Mineiros do Tietê,-22.412,-48.451,3529807,4,Bauru
336,336,352990,Março/2020,2507.0,29,43,-14,-0.56,Miracatu,-24.2766,-47.4625,3529906,10,Registro
337,337,353000,Março/2020,242.0,3,5,-2,-0.82,Mira Estrela,-19.9789,-50.138999999999996,3530003,13,São José do Rio Preto
338,338,353010,Março/2020,3337.0,243,119,124,3.86,Mirandópolis,-21.1313,-51.1035,3530102,2,Araçatuba
339,339,353020,Março/2020,2930.0,43,35,8,0.27,Mirante do Paranapanema,-22.2904,-51.9084,3530201,9,Presidente Prudente
340,340,353030,Março/2020,14840.0,563,621,-58,-0.39,Mirassol,-20.8169,-49.5206,3530300,13,São José do Rio Preto
341,341,353040,Março/2020,767.0,16,17,-1,-0.13,Mirassolândia,-20.6179,-49.4617,3530409,13,São José do Rio Preto
342,342,353050,Março/2020,16922.0,349,370,-21,-0.12,Mococa,-21.4647,-47.0024,3530508,5,Campinas
343,343,353060,Março/2020,98029.0,3729,5434,-1705,-1.71,Mogi das Cruzes,-23.5208,-46.1854,3530607,15,São Paulo
344,344,353070,Março/2020,35457.0,1651,2823,-1172,-3.2,Mogi Guaçu,-22.3675,-46.9428,3530706,5,Campinas
345,345,353080,Março/2020,28900.0,936,915,21,0.07,Mogi Mirim,-22.4332,-46.9532,3530805,5,Campinas
346,346,353090,Março/2020,541.0,18,14,4,0.74,Mombuca,-22.9285,-47.559,3530904,5,Campinas
347,347,353100,Março/2020,608.0,3,79,-76,-11.11,Monções,-20.8509,-50.0975,3531001,13,São José do Rio Preto
348,348,353110,Março/2020,6389.0,166,299,-133,-2.04,Mongaguá,-24.0809,-46.6265,3531100,12,Santos
349,349,353120,Março/2020,1007.0,39,56,-17,-1.66,Monte Alegre do Sul,-22.6817,-46.681000000000004,3531209,5,Campinas
350,350,353130,Março/2020,13034.0,432,434,-2,-0.02,Monte Alto,-21.2655,-48.4971,3531308,11,Ribeirão Preto
351,351,353140,Março/2020,3794.0,249,442,-193,-4.84,Monte Aprazível,-20.768,-49.7184,3531407,13,São José do Rio Preto
352,352,353150,Março/2020,4253.0,93,56,37,0.88,Monte Azul Paulista,-20.9065,-48.6387,3531506,3,Barretos
353,353,353160,Março/2020,470.0,129,15,114,32.02,Monte Castelo,-21.2981,-51.5679,3531605,9,Presidente Prudente
354,354,353170,Março/2020,413.0,16,9,7,1.72,Monteiro Lobato,-22.9544,-45.8407,3531704,14,São José dos Campos
355,355,353180,Março/2020,10454.0,394,592,-198,-1.86,Monte Mor,-22.945,-47.3122,3531803,5,Campinas
356,356,353190,Março/2020,7032.0,744,155,589,9.14,Morro Agudo,-20.7288,-48.0581,3531902,6,Franca
357,357,353200,Março/2020,4489.0,219,136,83,1.88,Morungaba,-22.8811,-46.7896,3532009,5,Campinas
358,358,353205,Março/2020,668.0,23,21,2,0.3,Motuca,-21.5103,-48.1538,3532058,1,São Carlos
359,359,353210,Março/2020,183.0,5,4,1,0.55,Murutinga do Sul,-20.9908,-51.2774,3532108,2,Araçatuba
360,360,353215,Março/2020,167.0,6,19,-13,-7.22,Nantes,-22.6156,-51.24,3532157,9,Presidente Prudente
361,361,353220,Março/2020,717.0,27,20,7,0.99,Narandiba,-22.4057,-51.5274,3532207,9,Presidente Prudente
362,362,353230,Março/2020,684.0,3,8,-5,-0.73,Natividade da Serra,-23.3707,-45.4468,3532306,14,São José dos Campos
363,363,353240,Março/2020,2261.0,151,156,-5,-0.22,Nazaré Paulista,-23.1747,-46.3983,3532405,5,Campinas
364,364,353250,Março/2020,1493.0,51,45,6,0.4,Neves Paulista,-20.843000000000004,-49.6358,3532504,13,São José do Rio Preto
365,365,353260,Março/2020,1740.0,35,56,-21,-1.19,Nhandeara,-20.6945,-50.0436,3532603,13,São José do Rio Preto
366,366,353270,Março/2020,437.0,15,16,-1,-0.23,Nipoã,-20.9114,-49.7833,3532702,13,São José do Rio Preto
367,367,353280,Março/2020,1365.0,29,66,-37,-2.64,Nova Aliança,-21.0156,-49.4986,3532801,13,São José do Rio Preto
368,368,353282,Março/2020,1718.0,31,62,-31,-1.77,Nova Campina,-24.1224,-48.9022,3532827,7,Itapeva
369,369,353284,Março/2020,58.0,3,1,2,3.57,Nova Canaã Paulista,-20.3836,-50.9483,3532843,13,São José do Rio Preto
370,370,353286,Março/2020,64.0,3,2,1,1.59,Nova Castilho,-20.7615,-50.3477,3532868,2,Araçatuba
371,371,353290,Março/2020,2996.0,44,39,5,0.17,Nova Europa,-21.7765,-48.5705,3532900,1,São Carlos
372,372,353300,Março/2020,3284.0,157,139,18,0.55,Nova Granada,-20.5321,-49.3123,3533007,13,São José do Rio Preto
373,373,353310,Março/2020,64.0,13,0,13,25.49,Nova Guataporanga,-21.331999999999997,-51.6447,3533106,9,Presidente Prudente
374,374,353320,Março/2020,1648.0,152,28,124,8.14,Nova Independência,-21.1026,-51.4905,3533205,2,Araçatuba
375,375,353325,Março/2020,468.0,233,18,215,84.98,Novais,-20.9893,-48.9141,3533254,13,São José do Rio Preto
376,376,353330,Março/2020,133.0,1,7,-6,-4.32,Nova Luzitânia,-20.855999999999998,-50.2617,3533304,2,Araçatuba
377,377,353340,Março/2020,19386.0,721,1007,-286,-1.45,Nova Odessa,-22.7832,-47.2941,3533403,5,Campinas
378,378,353350,Março/2020,10691.0,903,285,618,6.14,Novo Horizonte,-21.4651,-49.2234,3533502,13,São José do Rio Preto
379,379,353360,Março/2020,3178.0,148,52,96,3.11,Nuporanga,-20.7296,-47.7429,3533601,6,Franca
380,380,353370,Março/2020,633.0,10,7,3,0.48,Ocauçu,-22.438000000000002,-49.922,3533700,8,Marília
381,381,353380,Março/2020,164.0,0,5,-5,-2.96,Óleo,-22.9435,-49.3419,3533809,8,Marília
382,382,353390,Março/2020,15333.0,782,662,120,0.79,Olímpia,-20.7366,-48.9106,3533908,3,Barretos
383,383,353400,Março/2020,2188.0,60,56,4,0.18,Onda Verde,-20.6042,-49.2929,3534005,13,São José do Rio Preto
384,384,353410,Março/2020,619.0,13,15,-2,-0.32,Oriente,-22.1549,-50.0971,3534104,8,Marília
385,385,353420,Março/2020,3168.0,348,41,307,10.73,Orindiúva,-20.1861,-49.3464,3534203,13,São José do Rio Preto
386,386,353430,Março/2020,10939.0,509,677,-168,-1.51,Orlândia,-20.7169,-47.8852,3534302,6,Franca
387,387,353440,Março/2020,153326.0,5349,7244,-1895,-1.22,Osasco,-23.5324,-46.7916,3534401,15,São Paulo
388,388,353450,Março/2020,206.0,4,11,-7,-3.29,Oscar Bressane,-22.3149,-50.2811,3534500,8,Marília
389,389,353460,Março/2020,6862.0,189,217,-28,-0.41,Osvaldo Cruz,-21.7968,-50.8793,3534609,9,Presidente Prudente
390,390,353470,Março/2020,24646.0,734,880,-146,-0.59,Ourinhos,-22.9797,-49.8697,3534708,8,Marília
391,391,353475,Março/2020,2034.0,262,244,18,0.89,Ouroeste,-20.0061,-50.3768,3534757,13,São José do Rio Preto
392,392,353480,Março/2020,646.0,231,5,226,53.81,Ouro Verde,-21.4872,-51.7024,3534807,9,Presidente Prudente
393,393,353490,Março/2020,1694.0,51,27,24,1.44,Pacaembu,-21.5627,-51.2654,3534906,9,Presidente Prudente
394,394,353500,Março/2020,3717.0,96,106,-10,-0.27,Palestina,-20.39,-49.4309,3535002,13,São José do Rio Preto
395,395,353510,Março/2020,968.0,24,22,2,0.21,Palmares Paulista,-21.0854,-48.8037,3535101,13,São José do Rio Preto
396,396,353520,Março/2020,833.0,27,16,11,1.34,Palmeira d'Oeste,-20.4148,-50.7632,3535200,13,São José do Rio Preto
397,397,353530,Março/2020,3638.0,104,97,7,0.19,Palmital,-22.7858,-50.218,3535309,8,Marília
398,398,353540,Março/2020,2664.0,93,91,2,0.08,Panorama,-21.354,-51.8562,3535408,9,Presidente Prudente
399,399,353550,Março/2020,11469.0,263,200,63,0.55,Paraguaçu Paulista,-22.4114,-50.5732,3535507,8,Marília
400,400,353560,Março/2020,1873.0,53,63,-10,-0.53,Paraibuna,-23.3872,-45.6639,3535606,14,São José dos Campos
401,401,353570,Março/2020,1934.0,250,23,227,13.3,Paraíso,-21.0159,-48.7761,3535705,13,São José do Rio Preto
402,402,353580,Março/2020,3965.0,158,172,-14,-0.35,Paranapanema,-23.3862,-48.7214,3535804,7,Itapeva
403,403,353590,Março/2020,584.0,10,2,8,1.39,Paranapuã,-20.1048,-50.5886,3535903,13,São José do Rio Preto
404,404,353600,Março/2020,2982.0,187,80,107,3.72,Parapuã,-21.7792,-50.7949,3536000,8,Marília
405,405,353610,Março/2020,2172.0,31,89,-58,-2.6,Pardinho,-23.0841,-48.3679,3536109,16,Sorocaba
406,406,353620,Março/2020,3072.0,52,76,-24,-0.78,Pariquera-Açu,-24.7147,-47.8742,3536208,10,Registro
407,407,353625,Março/2020,157.0,6,6,0,0.0,Parisi,-20.3034,-50.0163,3536257,13,São José do Rio Preto
408,408,353630,Março/2020,4012.0,145,73,72,1.83,Patrocínio Paulista,-20.6384,-47.2801,3536307,6,Franca
409,409,353640,Março/2020,1501.0,24,36,-12,-0.79,Paulicéia,-21.3153,-51.8321,3536406,9,Presidente Prudente
410,410,353650,Março/2020,42604.0,1676,2236,-560,-1.3,Paulínia,-22.7542,-47.1488,3536505,5,Campinas
411,411,353657,Março/2020,305.0,3,0,3,0.99,Paulistânia,-22.5768,-49.4008,3536570,4,Bauru
412,412,353660,Março/2020,603.0,6,4,2,0.33,Paulo de Faria,-20.0296,-49.4,3536604,13,São José do Rio Preto
413,413,353670,Março/2020,11337.0,673,309,364,3.32,Pederneiras,-22.3511,-48.7781,3536703,4,Bauru
414,414,353680,Março/2020,918.0,29,24,5,0.55,Pedra Bela,-22.7902,-46.4455,3536802,5,Campinas
415,415,353690,Março/2020,224.0,4,2,2,0.9,Pedranópolis,-20.2474,-50.1129,3536901,13,São José do Rio Preto
416,416,353700,Março/2020,3038.0,48,81,-33,-1.07,Pedregulho,-20.2535,-47.4775,3537008,6,Franca
417,417,353710,Março/2020,12523.0,574,534,40,0.32,Pedreira,-22.7413,-46.8948,3537107,5,Campinas
418,418,353715,Março/2020,365.0,1,11,-10,-2.67,Pedrinhas Paulista,-22.8174,-50.7933,3537156,8,Marília
419,419,353720,Março/2020,619.0,11,22,-11,-1.75,Pedro de Toledo,-24.2764,-47.2354,3537206,10,Registro
420,420,353730,Março/2020,14689.0,619,539,80,0.55,Penápolis,-21.4148,-50.0769,3537305,2,Araçatuba
421,421,353740,Março/2020,4982.0,384,112,272,5.77,Pereira Barreto,-20.6368,-51.1123,3537404,2,Araçatuba
422,422,353750,Março/2020,2495.0,74,66,8,0.32,Pereiras,-23.0804,-47.972,3537503,16,Sorocaba
423,423,353760,Março/2020,7840.0,184,372,-188,-2.34,Peruíbe,-24.311999999999998,-47.0012,3537602,12,Santos
424,424,353770,Março/2020,1242.0,28,21,7,0.57,Piacatu,-21.5921,-50.6003,3537701,2,Araçatuba
425,425,353780,Março/2020,6814.0,165,192,-27,-0.39,Piedade,-23.7139,-47.4256,3537800,16,Sorocaba
426,426,353790,Março/2020,5779.0,180,163,17,0.3,Pilar do Sul,-23.8077,-47.7222,3537909,16,Sorocaba
427,427,353800,Março/2020,33146.0,1231,1188,43,0.13,Pindamonhangaba,-22.9246,-45.4613,3538006,14,São José dos Campos
428,428,353810,Março/2020,2685.0,101,66,35,1.32,Pindorama,-21.1853,-48.9086,3538105,13,São José do Rio Preto
429,429,353820,Março/2020,2294.0,46,71,-25,-1.08,Pinhalzinho,-22.7811,-46.5897,3538204,5,Campinas
430,430,353830,Março/2020,300.0,10,8,2,0.67,Piquerobi,-21.8747,-51.7282,3538303,9,Presidente Prudente
431,431,353850,Março/2020,1143.0,26,85,-59,-4.91,Piquete,-22.6069,-45.1869,3538501,14,São José dos Campos
432,432,353860,Março/2020,4096.0,167,206,-39,-0.94,Piracaia,-23.0525,-46.3594,3538600,5,Campinas
433,433,353870,Março/2020,116635.0,4255,4290,-35,-0.03,Piracicaba,-22.7338,-47.6476,3538709,5,Campinas
434,434,353880,Março/2020,5265.0,166,187,-21,-0.4,Piraju,-23.1981,-49.3803,3538808,7,Itapeva
435,435,353890,Março/2020,3665.0,134,149,-15,-0.41,Pirajuí,-21.999000000000002,-49.4608,3538907,4,Bauru
436,436,353900,Março/2020,2423.0,120,45,75,3.19,Pirangi,-21.0886,-48.6607,3539004,3,Barretos
437,437,353910,Março/2020,1777.0,85,110,-25,-1.39,Pirapora do Bom Jesus,-23.3965,-46.9991,3539103,15,São Paulo
438,438,353920,Março/2020,4182.0,138,166,-28,-0.67,Pirapozinho,-22.2711,-51.4976,3539202,9,Presidente Prudente
